0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
2258.592593,-579.8518519,-283.1111111,184.7407407,-500.037037,377.9259259,814,-1332,-636,-582,-838,-103,3634,276,236,649,-194,1405,2407.197202,770.5659296,353.5647041,333.0666711,527.4382183,530.3928663,5440.923077,446.1538462,-1050.461538,-88.03846154,-604.8076923,-607.0384615,3746,-188,-2196,-1131,-1170,-3258,6974,1124,-132,555,263,637,5522.548381,578.4126821,1144.847454,406.1317994,703.1108075,914.6541381,5505.076923,-150.6153846,-1100.461538,-332.5384615,472.9230769,-548.2692308,3118,-1648,-1836,-1266,-182,-1997,6978,1140,-92,1341,1201,940,5621.851351,711.7082375,1178.432597,657.7779611,602.5987311,985.1499105,1830.551724,-367.1724138,-233.1034483,24.34482759,211.4482759,749.6206897,774,-1264,-632,-443,-327,-226,3094,368,176,726,1578,1779,1912.957955,558.0092695,331.6982426,247.4190916,504.6049325,884.9597887,0
4490.727273,-1667.636364,-845.4545455,-33.5,-947.0454545,199.7727273,2238,-2084,-1696,-514,-1619,-443,6330,-1112,-232,443,-571,1173,4679.794828,1687.307053,961.076669,228.2226783,980.9178679,462.1123929,7485.619048,-1667.428571,-2060.761905,-419.9047619,103.5238095,-843.2380952,6586,-2208,-2688,-1319,-941,-1646,8218,-1336,-1496,398,881,79,7494.849698,1682.309524,2089.177738,572.1392604,579.4909918,942.0589406,5503.333333,-2104.190476,-1195.619048,82.33333333,936.3809524,-27.9047619,3086,-2676,-1728,-1268,277,-923,6790,-1496,-636,1060,1787,1025,5633.702479,2125.764848,1235.186664,675.936775,1026.748404,572.8136903,2476.727273,-1352.909091,-377.6363636,78.45454545,134.3636364,283.5909091,1806,-1856,-880,-688,-311,-717,3514,-836,236,976,689,1503,2511.452097,1374.967636,478.3068623,399.6548511,310.9733985,737.650108,0
5453.478261,-1510.782609,-1204,281.5217391,-885.6956522,-260.7391304,2818,-2884,-2140,-359,-1447,-2097,7354,-384,-400,1489,-479,501,5617.003487,1641.412965,1298.572059,569.3087723,938.1657636,673.0813311,8114.181818,73.27272727,-2309.818182,-393.8181818,-133.5454545,-617.5,6974,-4032,-2692,-1165,-889,-1914,9286,1284,-1800,1010,555,1865,8131.573369,1023.475363,2322.747276,711.6299472,433.4740215,1040.558264,6868.181818,-394.1818182,-1614.727273,-41.54545455,902.1818182,-192.7727273,4438,-1156,-2472,-2001,46,-1477,8682,596,-512,1003,2106,770,6961.241034,636.424101,1678.782026,622.3095547,1030.170771,543.0830758,3080,-1419.666667,-420.8333333,-7.833333333,305.6666667,652.0416667,2178,-2512,-1144,-1091,-442,-203,4658,-412,448,1272,1036,2127,3138.122581,1476.95317,608.5649787,522.9029547,528.8749852,891.8850122,0
4647.272727,-148.7272727,-848.9090909,404.6818182,-756.9545455,123.7272727,3038,-1536,-2000,-377,-1738,-752,6878,1460,-340,1166,-106,952,4790.184016,787.104244,952.0775369,528.9666169,865.12461,430.8668852,7535.142857,573.5238095,-1648.761905,-664.2857143,-52.57142857,-745.3333333,6066,-1444,-2560,-3025,-1225,-1845,11094,2432,468,324,1911,132,7633.474413,1052.338168,1816.965969,1001.092308,628.1696768,936.2883662,6011.904762,-521.7142857,-1268.190476,-266.9047619,718.8095238,177.3333333,4658,-1412,-2100,-1703,-339,-1777,8254,388,-772,666,1333,1427,6084.355786,698.0162367,1326.742951,655.4156442,869.6589644,838.5207497,3239.73913,-925.0434783,-483.3043478,132.9130435,269.3913043,343.3043478,2630,-2208,-980,-891,-249,-2794,4454,-8,88,1018,1401,1886,3266.964526,1058.672179,559.4537709,450.6333225,493.0409631,988.3298604,0
4651,-265.6666667,-788.8333333,361.3333333,-622.2916667,155.4583333,3158,-1516,-1672,112,-1155,-261,6150,840,-76,938,-318,747,4770.219981,632.1392252,878.6850023,413.0928064,657.1222933,320.8888047,7630,2045.913043,-2160.173913,-59.7826087,-638.9565217,-767.2173913,5910,472,-3260,-1350,-1577,-2570,9134,3428,-1192,1206,841,138,7693.8,2213.856757,2239.634908,705.1234551,868.3109541,1062.619037,6043.565217,814.0869565,-1445.913043,-620.173913,820.7391304,-452.4347826,3994,-420,-2844,-2278,-16,-1868,8074,2316,-556,603,1696,596,6173.789521,1105.020637,1589.23903,999.4428013,937.4040705,925.0195768,2292,-115.5,-295.1666667,-55.45833333,376.9166667,789.2916667,1422,-884,-904,-915,-243,-70,3546,984,164,775,1313,1912,2370.190991,553.7875646,400.4322664,411.294957,577.6548854,953.0681376,0
2886,-1731.2,-422.24,139.08,-589.84,237.28,1226,-2332,-1028,-662,-1222,-467,5002,-796,36,1357,287,882,3039.928236,1789.496465,506.7411173,445.4052986,711.8557157,436.7728014,6314.833333,-283,-1371,-150.7083333,-493.0416667,-668.0416667,4702,-828,-2512,-1958,-1301,-1918,8066,676,-116,1999,873,1237,6385.818976,511.4072089,1496.102492,785.2168225,744.6719356,1019.900669,6731.666667,-678.3333333,-1593.666667,-217,427.9166667,-300.9166667,4978,-1576,-2284,-1642,-739,-1957,7914,300,-1052,1234,1457,709,6776.626594,889.0451807,1633.711521,721.7534205,702.0511021,760.8666659,3664.333333,-814.5,-582.6666667,107,111.4583333,521.75,2710,-1256,-1184,-736,-1700,-441,4770,-248,188,1753,1089,1811,3709.969811,865.2787605,674.9854319,525.1939324,606.952737,745.0879702,0
4816.307692,445.6923077,-826,116.1538462,-652.0384615,209.8846154,2986,-4,-1768,-435,-1156,-347,6646,1036,-172,1099,-18,877,4925.917049,517.2774884,920.6716612,295.8753636,697.8336533,347.1451149,8172.4,750.08,-2277.76,-349.12,-447.04,-666.88,6918,-384,-3136,-2279,-910,-1213,10242,2340,-1504,454,511,-136,8213.787755,946.2698135,2331.490442,619.8885706,552.5566034,736.0245648,8012.56,1022.24,-2230.4,-236.92,694.4,-356.84,5930,244,-3260,-955,-332,-1786,9874,1488,-712,918,2002,1016,8081.127139,1071.619933,2319.881652,540.7045404,869.8684958,770.1724223,3560.24,-336.8,-628.96,-44.72,364.92,899.8,2342,-1368,-1836,-1235,-699,-376,5442,1440,-152,765,1701,2266,3650.908862,850.1380594,751.1872203,481.3488548,748.8684531,1156.978358,0
5411.285714,-210.2857143,-1076.428571,309.8214286,-822.1785714,127.4285714,2862,-1456,-2224,-665,-1598,-1265,7730,1092,-44,905,183,1217,5606.855447,670.3883736,1210.863446,480.5430336,940.3624871,682.0750378,7460.814815,1195.703704,-1981.037037,-366.5555556,-68.7037037,-775.1111111,6886,440,-2416,-1077,-414,-1892,8550,2088,-1496,1690,365,-78,7467.898658,1286.346995,1993.820379,672.688883,219.2783619,863.999357,4911.925926,-31.40740741,-903.7037037,-367.4814815,823.5555556,62.77777778,2454,-724,-1892,-1195,119,-992,7278,1100,-104,210,1856,854,5138.628308,544.2363321,1035.990562,499.8924329,905.3643834,515.9879772,1679.655172,-1111.448276,-232.9655172,28.62068966,141.5862069,712.4827586,922,-1732,-792,-702,-474,-230,2810,-544,356,666,1085,2302,1734.445395,1151.60338,343.1513188,289.4095058,441.5735968,960.3560044,0
3128.222222,-516.4444444,-449.6296296,255.962963,-350.4444444,351.6296296,1882,-1620,-1064,-559,-982,-1906,4766,-24,328,1796,634,1166,3187.737314,666.8053189,557.0935157,487.8578649,488.8152722,670.2063253,5531.692308,1165.692308,-1165.692308,15.46153846,-519.6153846,-905.6538462,4002,-220,-1892,-792,-974,-1779,6618,2396,-308,2164,241,-23,5575.384499,1285.366874,1233.133594,603.6697391,609.007326,992.4215334,5634.153846,1268.769231,-1140.461538,-220.6153846,547.5,-566.6538462,3262,212,-1808,-847,-409,-1484,6898,2312,-232,434,1454,335,5746.876422,1366.875156,1229.596306,396.2026482,753.785498,753.7269706,1616.482759,151.5862069,-184.137931,-256,343.0344828,779.5172414,98,-940,-576,-1092,-858,-459,3474,1188,348,593,1259,2202,1805.536504,577.3313159,313.4264474,454.5507824,679.2827353,1009.946363,0
1663.76,-349.76,-173.28,369.88,-428.12,355.56,538,-1184,-1096,-584,-1906,-956,3582,736,292,1301,602,1059,1897.724153,624.1958667,375.1573537,559.6444943,725.8320742,586.5124381,5776,837.3333333,-1113.666667,-420.25,-731.0416667,-1044.125,3242,-1336,-1976,-1283,-1554,-2852,7586,1960,376,525,220,160,5887.006823,1092.496224,1245.932047,599.6886692,896.6890254,1304.090152,5416.833333,576.6666667,-1044.5,-253.5416667,600.9583333,-23.79166667,3898,-772,-1628,-1522,-136,-2028,7114,1956,-224,354,1120,1316,5512.58294,827.2943853,1115.560547,555.0792361,695.684525,725.6739683,2547.538462,-43.53846154,-391.8461538,-188.0769231,336.1153846,1066,1530,-1164,-944,-1722,-281,-331,3514,1056,8,786,948,2272,2608.448345,580.5753115,450.8842594,586.1765946,451.0916247,1192.954606,0
2867,-248.7142857,-361.8571429,346.25,-778.8571429,370.8928571,974,-1280,-1804,-650,-1573,-693,5806,1120,704,1554,-39,2107,3193.387543,617.5402821,599.7299392,594.1767113,911.4203202,729.9040788,7676.814815,497.6296296,-1942.814815,-363.8888889,-363.2222222,-1147.592593,6110,-156,-2780,-1689,-1381,-2423,8954,1272,-648,603,542,-385,7704.947165,621.5540857,1989.028574,631.0030522,710.9261305,1256.287461,6219.185185,31.55555556,-1377.185185,-108.5925926,529.2962963,12.22222222,4898,-876,-2196,-755,35,-809,7626,624,-520,805,1333,828,6269.100272,350.419854,1447.435536,429.7785821,610.9704788,429.4123461,3254.428571,-527,-427.7142857,-44.53571429,293.2142857,453.5714286,2314,-1480,-1156,-976,-519,-266,5178,616,116,672,1070,1623,3335.869559,700.8064742,484.8787772,375.3278091,503.2827237,660.3960392,0
3324.571429,79.42857143,-463.2857143,49.71428571,-591.3214286,249.75,1826,-800,-1328,-814,-1395,-836,6102,1432,536,916,585,971,3490.166349,438.2119513,595.806776,409.5521945,732.358787,447.220663,7310.888889,1484.296296,-1839.111111,-279.8148148,-474.2592593,-621.5925926,5202,316,-2588,-1179,-1502,-2474,9054,2668,-856,1749,523,665,7347.639167,1614.063563,1887.02266,642.9738489,731.5485604,896.1697301,5954.296296,1649.185185,-1369.037037,-231.1481481,712.2592593,-203.4444444,3362,668,-2340,-1980,-527,-1522,8350,2320,-484,1038,1992,1708,6166.549993,1698.913291,1479.870064,651.8427725,976.6515168,811.1724254,2973.571429,-313.1428571,-344,-131.5,94.78571429,466,2254,-1300,-732,-1544,-614,-141,3602,1160,272,560,1016,1481,2996.531614,747.9388821,416.076916,397.3009834,357.3804495,705.6569381,0
1912.571429,-552.7142857,-242.2857143,214.7142857,-559.5,413.0714286,418,-1292,-1184,-562,-2850,-1799,4518,1532,448,3663,127,3165,2215.771391,766.3915448,408.3122055,774.7727778,851.457448,866.3362511,6786.296296,671.8518519,-1596.740741,-146.9259259,-739.3703704,-550.2592593,4478,-372,-2536,-1305,-2713,-2079,8494,1800,-592,1543,-28,1398,6873.129591,853.4017334,1678.010109,635.4836304,902.6755087,916.9066151,6325.851852,790.5185185,-1490.962963,-118.1481481,713.4074074,-216.4074074,4066,60,-2616,-950,-510,-1921,8906,1404,-388,747,1267,935,6483.032247,864.2900748,1612.547834,471.2503463,852.2682155,770.3336218,2855,168.7142857,-374.1428571,-146.5357143,260.5,405,1834,-680,-944,-1853,-298,-382,4722,948,196,607,1076,1483,2929.651466,423.0251597,469.4817812,529.6168089,487.8732271,595.6286595,0
2531.764706,115.2941176,-258.1176471,309.4705882,-556.7352941,142.5294118,702,-1192,-928,-650,-1722,-1935,5574,1164,348,1538,783,985,2826.079762,748.0616521,446.7651048,537.1524595,741.3602958,518.1121273,6676.060606,1152,-1512.848485,-367.9090909,-299,-679.9393939,5394,-1356,-2184,-2028,-1093,-1923,8554,2420,176,762,1353,-5,6738.446624,1327.179009,1586.308236,607.142712,556.2653879,840.1971269,5547.818182,970.6666667,-1184.848485,-239.6969697,628.4242424,-93.12121212,2562,-60,-2484,-1852,-315,-1451,7910,2032,-44,661,1409,1285,5746.506427,1124.975959,1328.813734,508.0035194,747.5128052,803.5602408,1531.888889,-213.8888889,-226.4444444,-35.11111111,139.2222222,811.9166667,722,-1164,-760,-951,-361,-113,2778,820,232,686,748,1849,1610.80532,483.1273124,311.6108684,361.1868553,347.3560453,919.9106388,0
2280.074074,774.5185185,-323.5555556,25.74074074,-213.6296296,422.1111111,1114,-532,-1156,-1472,-1111,-1666,3698,2600,376,1197,839,1808,2366.009518,1030.500202,477.8445431,822.7632079,531.7888052,877.0801517,4773.230769,612.3076923,-882.3076923,-157.9615385,-592.9615385,-681.1538462,2818,-764,-1752,-1359,-2001,-1796,6182,1804,44,541,337,1234,4874.086108,810.8753105,966.7878615,416.2730705,783.4885253,1043.013976,5143.846154,265.2307692,-939.5384615,-223.7692308,507.8846154,-174.8461538,3578,-608,-1436,-1649,-527,-1288,6110,1340,-432,899,1844,1047,5176.114402,624.9351966,976.2732909,547.0165938,777.8623321,757.3882756,1707.777778,723.1111111,-219.4074074,-66.48148148,333.0740741,607,854,-504,-1236,-1554,-339,-1727,3166,1600,128,1381,1103,1506,1831.30324,883.4259909,364.126962,561.3001772,514.0174013,892.4773884,0
3633.225806,-901.2903226,-611.2258065,104.5483871,-785.2258065,357.0967742,690,-1548,-1664,-1180,-1510,-1245,6498,420,-112,860,135,2496,4038.986507,1040.530634,737.002473,417.0017019,895.4378637,753.0095317,7848.133333,-898.1333333,-2215.866667,-465.3666667,-282.3333333,-808.7333333,5906,-1500,-3040,-1550,-1350,-1389,8762,-200,-1200,234,495,-196,7883.192365,956.3725913,2262.117356,602.0888916,563.381635,868.7464916,5882.666667,-668.5333333,-1270.533333,80.6,853.1,-52.5,2902,-1416,-2488,-365,379,-699,8158,-24,-288,717,1666,654,6089.24593,761.1163731,1431.745787,264.6947928,907.8285631,405.2222847,1197.636364,-385.2121212,-123.2727273,12.78787879,238.0909091,503.5454545,238,-1384,-576,-786,-369,-591,2882,276,392,571,1062,1363,1344.864125,518.8836502,230.4135939,290.9521464,469.3445785,750.8708681,0
1618.484848,-954.7878788,-189.2121212,268.6363636,-477.6060606,126.6363636,-194,-2248,-924,-796,-1192,-2342,3806,168,496,2461,518,1103,2052.127263,1181.076858,370.0830374,697.0866865,653.3462816,667.0665543,5401.875,293.5,-1071.5,-47.09375,-334.625,-389.09375,3682,-576,-2024,-677,-1122,-1637,6594,824,-424,813,284,590,5447.378085,475.5396934,1120.938446,284.2944666,479.5296524,575.6078581,5252.125,-584.625,-1006.125,-276,474.4375,-5.75,3250,-2020,-1804,-1892,-328,-2166,6610,1080,-224,598,1047,1233,5345.657864,1005.175358,1070.315141,682.254901,608.5841663,860.0048692,1628.30303,-809.9393939,-225.9393939,47.96969697,98.06060606,567.9090909,810,-1520,-652,-544,-678,-485,2886,-208,176,1699,1324,1281,1705.33171,866.1813093,303.8580211,403.1127747,453.1879,743.2169021,0
1115.833333,-863.1666667,-166.3333333,101.4166667,-640.375,555.6666667,-822,-1592,-928,-588,-1632,-523,3198,196,412,975,244,1320,1566.596736,957.5499987,385.4728698,423.9425079,780.6926679,674.1704779,5961.652174,-438.9565217,-1252.521739,-176.0434783,-808.9130435,-936,4070,-1372,-2320,-964,-2539,-2077,8326,584,-260,856,147,495,6075.430992,645.8138108,1382.852502,448.3605401,985.72765,1152.084991,6062.695652,-592.173913,-1267.652174,-364.5217391,739.8695652,-264.6086957,3394,-1812,-2012,-2366,-67,-1470,7410,492,-348,541,1395,1119,6180.736962,798.0755113,1360.479966,768.3819815,879.8340011,697.9960757,1561.538462,-579.0769231,-247.5384615,23.46153846,404.7307692,868.7692308,538,-1000,-812,-728,-228,-316,3146,-40,80,623,1050,1723,1777.578041,629.0055644,346.6383618,275.714038,582.2467426,1031.57542,0
1855.44,-702.4,-223.04,226.36,-732,457.08,218,-1708,-764,-355,-1382,-530,3830,-88,156,633,-66,1062,2223.445147,790.8468373,327.1716369,331.0132928,791.1606158,609.9197652,6598.666667,15,-1513.166667,-166.6666667,-746.1666667,-688.25,4194,-812,-2372,-863,-1386,-1902,8290,560,-472,299,-37,-76,6695.769411,360.9579846,1597.595485,392.5142248,820.1040584,798.7349373,6464,-275.1666667,-1461.333333,-273.5416667,854.8333333,-424.8333333,3442,-816,-2460,-1113,-179,-1876,8414,408,-516,580,1632,737,6590.784576,415.5855307,1571.157959,527.761665,1006.674683,813.4045734,1753.5,84.5,-239.3333333,56.75,377.0833333,840.4583333,922,-608,-896,-421,-320,-217,3146,604,440,752,1106,1897,1879.586479,363.3079502,380.6538235,301.5648078,542.3399149,978.7339824,0
4804.285714,-506.6666667,-881.3333333,27.42857143,-1175.047619,114.047619,2334,-1016,-1988,-880,-1735,-701,7538,100,-180,716,-525,919,5079.261682,589.4074506,1034.618678,368.4316826,1222.209007,484.8192103,8606.8,-40,-2565.6,-608.5,-137.7,-1220.85,7774,-768,-3132,-1306,-1481,-2022,9458,576,-2056,43,734,-512,8620.159767,398.246155,2585.761938,701.2122361,670.8074239,1292.710582,6064.6,-257,-1314.4,-35.15,1056.55,125.5,3466,-916,-2260,-714,353,-798,8138,252,-464,919,1754,1556,6218.876619,378.0211634,1405.192656,385.8934438,1124.162777,563.729279,2349.2,-11,-279.6,205.85,310.4,810,1534,-344,-592,-879,-264,-144,3474,660,16,750,979,1471,2401.575649,242.8975093,335.6140641,414.2393632,529.765231,906.1385656,0
3009.636364,-823.0909091,-428.1818182,229,-428.4545455,543.5454545,1846,-2252,-1048,-454,-1239,-323,4154,368,260,884,330,1332,3074.224278,995.8141484,521.691654,400.2863748,577.7419997,713.5709177,4725.047619,-268.952381,-735.8095238,-426.4761905,-255.7619048,-1296.571429,3386,-964,-1360,-1173,-1041,-2310,5714,312,208,393,541,664,4769.015013,393.1082488,839.4678587,604.9455702,503.4009573,1506.428384,1819.333333,-325.1428571,-180.952381,-133.047619,1161.190476,-327.1428571,-390,-952,-700,-1090,190,-2762,5206,308,364,587,1920,1344,2381.052388,492.1269677,318.8383678,403.0255811,1230.99648,1099.256632,-550,-674.7826087,-96,-199.5217391,-15.13043478,483.3913043,-1286,-1428,-608,-1721,-467,-366,130,36,324,701,880,1990,656.7131595,799.7416974,255.4695591,559.6632139,258.8855715,867.6508013,0
1571.733333,-1938.133333,-315.4666667,18.23333333,-806.8333333,503.5,-282,-2932,-1216,-455,-1816,-516,4894,-1172,188,460,-15,1375,2161.041909,1974.316962,451.2690255,215.0157359,919.0833296,636.7898397,6418.275862,-904.5517241,-1459.724138,-48.27586207,-352.3793103,-708.0344828,4938,-2820,-2956,-655,-1754,-1812,7854,36,-564,690,1262,808,6450.860119,1151.610566,1534.695387,400.0124998,752.3699338,943.649683,5921.724138,-271.3103448,-1215.448276,-222.2413793,640.7241379,-409.5517241,3646,-924,-2408,-1306,-233,-2186,7438,792,-156,1075,1656,1005,6051.226436,487.2526782,1333.189693,597.382307,872.260302,908.5270952,1797.870968,-67.09677419,-201.4193548,182.5806452,317.2580645,536.9032258,670,-796,-800,-1086,-555,-448,3638,708,284,1523,1279,1737,1941.198266,362.2410532,302.0437909,499.2064671,619.8048861,781.9705464,0
3187.538462,-299.5384615,-495.0769231,227.9615385,-1002,492.3461538,446,-1104,-1556,-338,-1512,-654,5866,476,372,892,-458,1260,3639.158018,467.42305,650.9098957,393.0646355,1035.119391,661.4429157,7263.44,130.4,-1813.6,-382.4,-312.32,-1032.92,5794,-560,-2532,-1678,-1138,-2585,8338,1348,-1088,669,677,18,7296.008958,423.1107656,1850.080733,643.7304405,491.5006409,1216.733545,5140.56,-347.52,-999.84,-175.76,975.6,-75.52,2330,-956,-1840,-1093,319,-1709,7930,176,-188,539,1537,825,5391.201024,441.3869051,1131.521595,454.4738496,1025.083021,639.6454018,1185.851852,-163.4074074,-138.2222222,-23.03703704,229.5185185,606.8518519,450,-728,-436,-1041,-679,-54,2834,616,244,674,1157,1279,1316.570348,413.8813571,235.3109841,333.2101995,509.1108807,693.5484976,0
1732.62069,-528.4137931,-208.8275862,139.5172414,-391.9655172,445.3448276,266,-1112,-788,-348,-869,-897,3898,124,252,829,990,1091,1973.582949,617.5435207,326.9841291,302.0320832,565.1412701,604.1632858,5327.142857,224.5714286,-997.7142857,-199.0714286,-476.4285714,-801.6071429,3670,-740,-1596,-751,-1150,-2038,6982,996,-180,516,75,507,5406.891106,455.9887217,1069.762056,376.7299146,586.1441802,1009.748183,4209.714286,-397.5714286,-720,-391.75,796.5357143,-220.5714286,1070,-1360,-1820,-1744,-274,-2340,6506,1272,-20,886,2478,1349,4479.336239,786.2980169,841.1631403,714.3171814,991.0533538,1091.901454,354.2758621,-607.4482759,-110.2068966,-39.20689655,108.4482759,778.7931034,-610,-1560,-472,-690,-473,-203,1142,164,196,543,860,1512,489.2055488,716.3177873,220.9384374,281.0557068,350.831672,933.6039735,0
3167.846154,-1249.230769,-489.6923077,245.1538462,-867,313.6923077,878,-2588,-1200,-450,-1473,-130,5766,-580,224,919,-150,1133,3503.100034,1325.303565,596.4618758,403.0129794,919.3778833,420.8272074,7385.84,-235.68,-1847.04,-274,-337.44,-958.88,5974,-1156,-2424,-1103,-1290,-2449,8382,884,-1036,1226,281,69,7411.816911,663.2067551,1891.613491,562.8346827,549.1259965,1107.649114,6431.28,120.16,-1428.96,-369.56,700.68,-324.84,4458,-944,-2204,-949,120,-1566,7894,1284,-488,367,1651,1195,6512.177995,534.6340805,1486.383423,509.0204318,782.1799537,749.2883824,2706.153846,-663.0769231,-388.1538462,-40.53846154,265.0769231,814.8846154,1630,-1352,-784,-909,-443,-387,4414,428,152,612,1061,1805,2790.110943,768.4061426,458.8862772,317.9393992,512.9166974,1076.606546,0
2784.142857,-1289,-435.4285714,69.25,-614.5357143,265.9642857,1174,-2000,-1164,-760,-1299,-514,5534,-684,84,584,447,1005,3079.497269,1335.403845,532.6944983,313.0715915,798.2159348,455.6456565,6977.259259,-289.7777778,-1764,31.44444444,-438.5185185,-664.6666667,5698,-1364,-2836,-788,-1158,-1552,7974,584,-696,752,863,-3,7013.065426,643.4904817,1822.238103,445.1353103,673.3554452,755.6994798,6655.185185,532.1481481,-1586.074074,-309.3703704,557.1111111,-672.8518519,4386,-232,-2392,-1647,-669,-2079,8190,1060,-628,586,1225,741,6768.291595,619.4630889,1671.899696,590.2516413,754.0092346,1029.762846,1884.133333,399.7333333,-267.7333333,43.9,427.9333333,705.4333333,410,-252,-800,-844,-554,-723,3922,1316,92,693,1398,2165,2080.423226,549.4753862,340.5548414,370.4114379,699.7398088,1000.381211,0
4048.2,-494.4,-665.4,39,-1007.3,317.75,1946,-1308,-1640,-837,-1680,-454,6590,176,-136,622,-451,776,4293.61675,613.8390669,798.5381644,351.471336,1067.66432,441.2749143,7467.263158,423.5789474,-1921.263158,-302.3684211,-133,-1224,6514,-476,-2696,-1786,-1097,-2051,8358,1392,-1384,1380,845,-548,7480.400144,669.2462374,1952.127692,787.2520829,569.0099897,1283.03534,4687.263158,-168.4210526,-800.6315789,84.94736842,1107.789474,369.2631579,2266,-844,-1772,-1291,531,-884,6978,568,-120,976,2096,1183,4911.159602,444.910399,913.7706726,604.7336082,1177.196491,680.2007444,1003.818182,-265.2727273,-155.2727273,-175.2727273,271.2727273,772.5454545,294,-1116,-700,-1543,-677,-183,1954,780,384,983,1250,1670,1108.357507,541.568765,347.9310276,605.8382622,560.4917484,954.6407225,0
4274.307692,-133.2307692,-729.5384615,-15.61538462,-1052.807692,501.2692308,1442,-920,-1716,-848,-1781,-439,7442,560,352,786,-347,1416,4683.098021,418.8350143,930.8027966,450.4889651,1137.844436,709.9323099,8625.04,-202.72,-2608.8,-422.24,-187.92,-967.04,7702,-1112,-3100,-893,-1031,-1588,9270,352,-2036,147,457,-426,8636.716793,440.3700262,2622.345454,489.4917364,489.168519,1011.955295,6075.44,539.68,-1440.64,-136.2,1035.84,-163.56,2570,48,-2728,-903,36,-1202,8598,1240,-348,928,2178,708,6331.443829,613.2640541,1578.255442,428.489113,1182.21037,591.7885095,1648.461538,407.5384615,-155.2307692,7.807692308,233.9230769,677.6923077,826,-140,-484,-598,-374,-374,3010,1096,180,616,810,1637,1754.755911,496.5784468,235.3458993,250.852163,430.0298737,837.2328047,0
3561.04,-882.72,-614.72,42.76,-1197.56,434.08,286,-1892,-2136,-1163,-2065,-1569,6934,56,544,1230,-352,2182,4075.758756,1004.386858,879.5045878,554.892458,1294.59345,965.7619168,7827.5,-91,-2102.166667,-685.3333333,-152.125,-1095.458333,6626,-696,-2552,-2562,-1040,-2518,8670,628,-1104,186,542,889,7845.816975,374.3189371,2121.793738,905.0044199,466.9247352,1327.976672,4646.166667,-51.5,-830.5,21.95833333,1003.291667,56.79166667,1766,-844,-2148,-969,-9,-1415,7586,552,132,620,2182,1096,5020.867256,383.4901129,1068.357306,397.4649356,1149.583058,637.866398,1955.076923,44,-199.5384615,110.6538462,-0.423076923,625.8076923,1018,-452,-832,-482,-784,-116,2970,864,204,1006,747,2191,1999.960692,314.13275,314.7971264,391.8817031,368.0397658,910.1039459,0
2989.130435,-834.4347826,-435.1304348,-38.08695652,-1068.608696,455.826087,674,-1668,-1324,-880,-2166,-822,6398,-164,364,653,51,1755,3465.259912,927.5891144,605.1926032,384.1025678,1221.599557,751.4941638,7974.727273,-504.3636364,-2253.272727,-401.2272727,-465.3181818,-1212.727273,6498,-1568,-2796,-1220,-1569,-2794,9170,680,-1412,306,439,-70,8012.630371,738.062328,2290.530546,588.7772769,730.254221,1403.076587,6178.545455,-101.2727273,-1484.363636,137.7272727,1069.409091,-295.5454545,2770,-876,-2476,-872,105,-2033,8650,592,-784,1655,1926,1378,6402.910901,377.7878192,1578.911017,670.0577994,1172.386707,935.2023602,2370.8,-10.56,-273.28,-36.52,163.04,626.32,1586,-684,-708,-979,-742,-471,3414,816,152,1189,939,1469,2415.370812,380.0328407,342.7605578,518.5844194,489.6039216,780.6028952,0
3884.315789,-36.42105263,-566.7368421,21.05263158,-1276.105263,502.4736842,1134,-536,-1488,-1014,-2167,-523,6322,628,108,1098,-400,1317,4243.665025,307.1485154,725.9009647,459.2896116,1349.427754,754.0786292,7462.888889,1003.555556,-1925.777778,-182,-400.4444444,-1142.555556,6610,332,-2332,-764,-963,-1942,8290,1788,-1592,1230,412,108,7479.394301,1083.278973,1941.315934,529.0094517,593.7853147,1275.805192,6163.555556,719.1111111,-1300.888889,-419.5555556,944.7222222,-198.3888889,3746,-472,-1944,-1365,-77,-1199,7686,1576,-796,353,1536,777,6281.024863,917.5474556,1356.190088,580.744063,1059.575465,695.0104316,1918.952381,-937.9047619,-293.3333333,-44.66666667,400.952381,726.3809524,798,-1988,-860,-1031,-626,-198,3566,88,172,768,1654,1893,2054.017434,1049.854412,399.919992,401.6981809,841.7099942,945.3778786,0
