0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
4486.705882,176.7058824,-603.2941176,127.7647059,-746.2941176,-177.4117647,3338,-396,-1780,-207,-1995,-1384,5798,768,36,1080,97,553,4559.006109,341.7284784,762.5357079,365.5899342,909.2502729,554.8601308,5271.25,662,-875.5,-369.8125,466.8125,-1560,4230,28,-1304,-1008,-299,-2078,6078,1244,-432,139,1115,-940,5313.907978,727.9890109,916.3874726,463.9595214,618.429614,1589.255211,3413.25,52.75,-442.25,-70.375,720.5625,122.9375,2018,-812,-868,-577,-83,-984,4510,924,324,362,1359,1143,3481.235987,453.5008269,543.594518,314.1582006,827.98011,654.435778,1185.157895,149.8947368,-140.2105263,68.84210526,68.84210526,736.3157895,610,-400,-344,-408,-367,-17,1518,424,92,579,893,1677,1213.988901,268.7295647,183.0547804,269.1088608,355.5085312,943.4378344,0
3058,394.1176471,-373.8823529,127.8823529,-529,-138.9411765,1826,-108,-1108,-550,-1478,-1322,4170,1036,-24,841,532,443,3127.372323,498.1594359,482.2369444,376.0503721,738.0071337,458.8222775,5405.75,572,-1052.25,-508.6875,-720.3125,-1268.9375,4286,-32,-2176,-1255,-1445,-1960,6498,1148,-412,269,-243,-504,5438.757763,667.7709188,1131.671772,672.6590425,797.4316977,1345.954285,4994.75,-266.25,-874.25,-148.5625,1148.125,205.375,3070,-1204,-1284,-1647,-383,-1237,6670,840,-328,1049,2167,1295,5125.531582,563.731319,919.0598457,824.9210947,1340.905478,755.6947135,1693.333333,-31.33333333,-179.1111111,81.44444444,124.5555556,1028.888889,1298,-880,-704,-591,-374,-181,2430,492,28,486,1108,2219,1719.706564,417.6473792,252.6059734,293.6797197,423.2745366,1289.588737,0
1714,117.6,-146.4,421,-757.7,92.55,-98,-872,-872,-153,-1471,-1114,4202,1368,368,1079,-49,974,2047.845502,632.1860486,382.5535257,558.6441622,833.5122075,659.9057887,4548.526316,1775.578947,-750.7368421,-315.8421053,-542.1052632,-1079.789474,3722,1056,-1376,-1088,-1439,-1866,5302,2408,-364,290,239,-324,4569.427443,1797.478936,796.4817373,446.2422637,737.0645191,1129.121922,5048.526316,-549.4736842,-860.6315789,-613.4210526,188.8947368,440.6842105,3790,-1468,-1292,-2066,-1039,-1579,5834,1404,-184,858,973,1466,5074.640252,970.5898369,906.2840266,1059.309681,537.8960475,832.1339404,2829,-397.6,-385,232.8,288.3,766.95,1894,-1324,-1104,-387,-533,-681,3982,780,108,1629,1131,1843,2891.848267,649.5499981,503.0634155,505.6805316,509.4281107,1032.927708,0
3209.111111,252.8888889,-374.2222222,176.8333333,-567.8888889,-273.1666667,1678,-176,-848,-396,-1133,-1450,5110,880,180,947,130,421,3319.238802,454.9617811,454.0230048,357.0220192,693.8536509,558.7658524,4774,493.6470588,-725.4117647,-547.1764706,-239.5882353,-1165.882353,4154,-620,-1124,-1410,-860,-1818,5290,1276,-408,216,200,-509,4787.228327,732.6830629,760.3076777,733.2632141,382.5323516,1226.305787,4216.588235,-1362.117647,-603.5294118,-208.2941176,693.4705882,335.5294118,2942,-2200,-1452,-1234,9,-819,5218,-172,180,580,1384,1351,4278.988583,1450.541481,715.88563,469.7071052,829.7447871,786.540751,1692.6,-993.8,-253,143.9,86.25,459.75,1146,-1624,-836,-247,-359,-333,2758,48,76,857,931,1665,1731.256884,1062.855399,361.2279059,310.816988,328.3433416,723.5718693,0
1062.842105,493.8947368,-152.4210526,148.6315789,-590.5789474,607.7368421,-342,-344,-860,-467,-1286,58,2770,1464,224,732,166,1403,1426.907956,664.8111722,343.7061168,405.0077322,723.131385,698.0027522,4796.666667,1103.333333,-805.5555556,-314.0555556,-841.1666667,-1262.944444,2758,404,-1464,-1327,-1667,-2228,6374,1840,-128,344,-69,7,4914.561267,1173.504912,907.5696484,505.7901959,956.6190174,1410.985215,4996.666667,-17.33333333,-813.1111111,-478.9444444,719.4444444,-435.7222222,3138,-1112,-1328,-1787,-210,-2195,6374,776,-212,561,1814,1435,5069.711234,547.9626913,857.2664567,785.0649301,919.1251879,973.4975033,1496.444444,-681.3333333,-238.2222222,161.7777778,313,1201.222222,570,-1464,-708,-256,-358,-27,2906,-12,436,981,1410,2229,1639.610929,781.2184216,380.1146026,370.7396511,608.1364978,1333.441746,0
1829.789474,680.4210526,-166.3157895,158.1052632,-483.7368421,87.57894737,570,-120,-744,-247,-1000,-647,3070,1640,292,937,38,1215,1958.708221,853.7728035,310.5390898,357.9339839,541.9248831,446.3893745,3899.111111,618.2222222,-505.3333333,-326.1666667,-523.3333333,-704.7222222,2978,-468,-1396,-1212,-1088,-2086,4670,1204,104,551,563,358,3937.643571,767.1488339,659.690163,555.3853017,642.3309981,926.8257957,3901.111111,67.33333333,-422.2222222,-330.5,821.1666667,-626.2222222,1674,-1112,-860,-1251,-136,-2533,4834,848,52,829,1793,1075,3990.871862,574.8576635,501.0052118,588.9577895,1001.296521,1307.846491,661.2,-296,-146.8,160.65,140.35,919.8,-2,-1136,-716,-377,-649,-269,1458,780,380,661,705,2072,782.6513911,573.61311,323.2881068,385.9111944,372.5139595,1069.323384,0
1763.818182,1868.727273,-287.0909091,-276.0909091,-538.3181818,170.5454545,138,900,-720,-1315,-1408,-614,3094,2784,360,657,676,840,1959.94165,1925.197511,410.2070431,576.5446446,742.2947528,486.7254219,4458.761905,904.7619048,-704,-182.3809524,-647.9047619,-1117.666667,3258,136,-1340,-1145,-1408,-3060,6130,1460,-24,886,337,442,4520.858347,962.4627142,808.8905983,453.8666681,778.3796356,1363.693636,3663.52381,21.14285714,-400.7619048,-487.5238095,711.047619,-221.5714286,2034,-1184,-1004,-1878,250,-2488,5614,1664,52,246,1552,1084,3758.094679,627.8701716,481.0068805,748.129286,785.3935622,971.5238154,1181,-425.1666667,-82.16666667,3.791666667,233.0416667,811.5833333,78,-1272,-524,-491,-948,-533,2314,384,388,977,999,2742,1324.719341,564.1412353,237.6678354,308.2576709,535.2288841,1084.785386,0
1468.4,-128,-94.4,85.2,-446.9,297,198,-636,-460,-721,-937,-445,3326,332,264,783,353,1158,1688.368443,284.0844945,223.3168153,323.8683374,579.2093749,497.8297902,4696.526316,285.2631579,-741.8947368,-88.63157895,-588.8421053,-1150.842105,2950,-348,-1224,-859,-1431,-1901,5946,920,88,427,358,-324,4765.574865,433.4624369,806.3338736,336.084106,775.3014354,1272.605161,4507.894737,-161.0526316,-620.8421053,-346.5263158,660.2105263,-291.7368421,2302,-816,-1376,-1081,-444,-1525,5766,524,-48,615,1323,1020,4624.39925,393.2365031,704.7298848,654.1290714,812.5475857,790.1035575,1128.181818,-480.5454545,-205.4545455,88.90909091,148.2272727,972.5454545,250,-1276,-736,-498,-1199,-657,2602,432,516,1131,1412,1962,1272.339434,633.2949909,352.4975822,375.1794722,702.2652633,1164.05014,0
2665.238095,1467.428571,-408.7619048,122.2857143,-939.8095238,-27.66666667,70,756,-1032,-1137,-1913,-1276,4634,2356,284,1351,-446,1197,3033.958062,1529.965328,560.0367335,534.6371266,1014.442235,751.3604487,5234.4,155.4,-875.6,-752,551.75,-1415.4,2754,-792,-1400,-1700,-1364,-3013,6538,1996,-392,355,2020,699,5342.424992,782.5369001,917.539318,889.9964607,1344.924924,1935.778164,915,-713.6,-178,75.2,370.8,1045.05,-182,-1432,-664,-554,-637,64,2446,276,272,627,1156,1942,1174.176477,820.7547746,330.4033898,319.7625682,615.4363493,1188.262282,772.2,-978,-88,-17.8,-131.7,6.35,166,-1500,-676,-509,-972,-661,1266,-436,672,396,539,910,828.8029923,1029.862903,325.9840487,253.647393,314.977777,346.1734392,0
3117.636364,1172.545455,-427.2727273,188.6818182,-566.2272727,442.4545455,1234,376,-988,-860,-1255,-496,4658,2096,248,929,39,1282,3341.007306,1241.825928,543.5037844,493.772721,686.1987189,686.271812,5784.47619,1215.809524,-1196.380952,-209.6666667,-397,-739.2380952,4570,364,-2164,-1782,-1827,-2068,6810,2224,-636,1124,462,617,5820.444706,1303.919074,1241.873546,674.9893474,682.1220042,1083.361567,3774.190476,-281.5238095,-481.1428571,-434.2857143,939.7142857,-393.9047619,1478,-1224,-1244,-2123,5,-2971,5934,2128,36,765,1684,1125,4028.593539,812.5088717,603.0980336,945.0353987,1029.46972,1171.401237,594,-227.047619,-120.1904762,128.4285714,195.2380952,765.6190476,-310,-868,-620,-636,-442,-1232,1474,824,484,1105,1572,1909,756.0434606,494.2704099,280.8137834,467.0827907,569.888126,1037.718606,0
2768.6,166.2,-287.2,103.5,-893.2,342.05,730,-760,-876,-870,-1665,-797,5682,1212,672,1400,-176,1343,3053.575609,482.8523584,500.3310904,545.1622694,994.6772843,605.4227862,5964.947368,691.7894737,-1079.578947,-632.4210526,-253,-1292.157895,4950,-564,-1452,-1083,-1474,-1804,6686,1424,-580,636,785,-452,5983.240646,885.8076303,1102.238106,755.6878359,587.8871625,1341.142816,3735.473684,-444,-615.1578947,-59.21052632,905.5263158,120.4736842,1866,-952,-1124,-552,342,-1163,6198,320,192,512,1398,1164,3935.697758,556.2710434,708.5475135,365.9531894,942.1488596,692.013424,1902.571429,-1018.857143,-190.8571429,140.7142857,-182.7619048,797.7619048,1150,-1828,-952,-1349,-630,47,2302,-472,324,1330,285,3271,1927.60819,1089.844725,333.2792337,637.4146815,288.7815124,1115.752767,0
